date,zhvi
3/31/2023,
4/30/2023,
5/31/2023,
6/30/2023,
7/31/2023,
8/31/2023,
9/30/2023,
10/31/2023,
11/30/2023,
12/31/2023,
1/31/2024,
2/29/2024,
3/31/2024,
4/30/2024,
5/31/2024,
6/30/2024,
7/31/2024,
8/31/2024,
9/30/2024,
10/31/2024,
11/30/2024,
12/31/2024,
1/31/2025,
2/28/2025,
3/31/2025,
4/30/2025,
5/31/2025,
6/30/2025,
7/31/2025,
8/31/2025,
9/30/2025,
10/31/2025,
11/30/2025,
12/31/2025,
1/31/2026,
2/28/2026,
3/31/2026,
4/30/2026,
5/31/2026,
6/30/2026,
7/31/2026,
8/31/2026,
9/30/2026,
10/31/2026,
11/30/2026,
12/31/2026,
1/31/2027,
2/28/2027,
3/31/2027,
4/30/2027,
5/31/2027,
6/30/2027,
7/31/2027,
8/31/2027,
9/30/2027,
10/31/2027,
11/30/2027,
12/31/2027,
1/31/2028,
2/29/2028,
3/31/2028,
4/30/2028,
5/31/2028,
6/30/2028,
7/31/2028,
8/31/2028,
9/30/2028,
10/31/2028,
11/30/2028,
12/31/2028,
1/31/2029,
2/28/2029,
3/31/2029,
4/30/2029,
5/31/2029,
6/30/2029,
7/31/2029,
8/31/2029,
9/30/2029,
10/31/2029,
11/30/2029,
12/31/2029,
1/31/2030,
2/28/2030,
3/31/2030,
4/30/2030,
5/31/2030,
6/30/2030,
7/31/2030,
8/31/2030,
9/30/2030,
10/31/2030,
11/30/2030,
12/31/2030,
,
,
,
